"student_id","term_number","term_name","course_id","credits","action"
"r40ppqpvmp",1,"Spring 2020","BUS120",4,"add"
"r40ppqpvmp",1,"Spring 2020","BUS105",3,"add"
"r40ppqpvmp",1,"Spring 2020","BUS101",-3,"drop"
"0tuf0mqhv8",1,"Spring 2020","BUS101",3,"add"
"0tuf0mqhv8",1,"Spring 2020","BUS130",3,"add"
"zusg2zutn5",1,"Spring 2020","BUS101",4,"add"
"zusg2zutn5",1,"Spring 2020","BUS108",3,"add"
"zusg2zutn5",1,"Spring 2020","BUS118",3,"add"
"zusg2zutn5",1,"Spring 2020","BUS128",3,"add"
"lp6pzjhwz5",1,"Spring 2020","BUS101",3,"add"
"lp6pzjhwz5",1,"Spring 2020","BUS113",3,"add"
"lp6pzjhwz5",1,"Spring 2020","BUS126",3,"add"
"h02rucrgvp",1,"Spring 2020","BUS101",3,"add"
"h02rucrgvp",1,"Spring 2020","BUS119",3,"add"
"gdzis1bygh",1,"Spring 2020","BUS101",3,"add"
"gdzis1bygh",1,"Spring 2020","BUS110",4,"add"
"gdzis1bygh",1,"Spring 2020","BUS101",-3,"drop"
"gdzis1bygh",1,"Spring 2020","BUS110",-4,"drop"
"ye1rvg1cd1",1,"Spring 2020","BUS101",3,"add"
"ye1rvg1cd1",1,"Spring 2020","BUS104",4,"add"
"yj77corqlu",1,"Spring 2020","BUS101",3,"add"
"yj77corqlu",1,"Spring 2020","BUS114",4,"add"
"dszm91gh2l",1,"Spring 2020","BUS101",3,"add"
"dszm91gh2l",1,"Spring 2020","BUS118",3,"add"
"dszm91gh2l",1,"Spring 2020","BUS104",3,"add"
"v8w96qxugz",1,"Spring 2020","BUS101",3,"add"
"v8w96qxugz",1,"Spring 2020","BUS127",3,"add"
"v8w96qxugz",1,"Spring 2020","BUS107",3,"add"
"v8w96qxugz",1,"Spring 2020","BUS127",-3,"drop"
"3wv4sbsx37",1,"Spring 2020","BUS101",4,"add"
"3wv4sbsx37",1,"Spring 2020","BUS113",4,"add"
"3wv4sbsx37",1,"Spring 2020","BUS104",3,"add"
"bpruk7ql9y",1,"Spring 2020","BUS101",3,"add"
"bpruk7ql9y",1,"Spring 2020","BUS103",3,"add"
"bpruk7ql9y",1,"Spring 2020","BUS101",-3,"drop"
"bpruk7ql9y",1,"Spring 2020","BUS103",-3,"drop"
"itzjhzohod",1,"Spring 2020","BUS101",4,"add"
"itzjhzohod",1,"Spring 2020","BUS121",3,"add"
"itzjhzohod",1,"Spring 2020","BUS109",3,"add"
"itzjhzohod",1,"Spring 2020","BUS107",4,"add"
"f0b0s5u3wc",1,"Spring 2020","BUS101",3,"add"
"f0b0s5u3wc",1,"Spring 2020","BUS130",4,"add"
"f0b0s5u3wc",1,"Spring 2020","BUS115",3,"add"
"c15y2bs7jd",1,"Spring 2020","BUS101",4,"add"
"c15y2bs7jd",1,"Spring 2020","BUS102",3,"add"
"c15y2bs7jd",1,"Spring 2020","BUS121",3,"add"
"u14wz6wltr",1,"Spring 2020","BUS101",3,"add"
"u14wz6wltr",1,"Spring 2020","BUS120",3,"add"
"phlhywshxd",1,"Spring 2020","BUS101",3,"add"
"phlhywshxd",1,"Spring 2020","BUS125",4,"add"
"phlhywshxd",1,"Spring 2020","BUS113",3,"add"
"phlhywshxd",1,"Spring 2020","BUS101",-3,"drop"
"phlhywshxd",1,"Spring 2020","BUS113",-3,"drop"
"phlhywshxd",1,"Spring 2020","BUS125",-4,"drop"
"gzacmv7c4t",1,"Spring 2020","BUS101",3,"add"
"gzacmv7c4t",1,"Spring 2020","BUS121",3,"add"
"gzacmv7c4t",1,"Spring 2020","BUS101",-3,"drop"
"gzacmv7c4t",1,"Spring 2020","BUS121",-3,"drop"
"4c519z0d78",1,"Spring 2020","BUS101",3,"add"
"4c519z0d78",1,"Spring 2020","BUS107",3,"add"
"4c519z0d78",1,"Spring 2020","BUS122",3,"add"
"7u75gfllvr",1,"Spring 2020","BUS101",3,"add"
"7u75gfllvr",1,"Spring 2020","BUS117",3,"add"
"7u75gfllvr",1,"Spring 2020","BUS128",3,"add"
"7u75gfllvr",1,"Spring 2020","BUS111",4,"add"
"siult6fcvf",1,"Spring 2020","BUS101",3,"add"
"siult6fcvf",1,"Spring 2020","BUS122",3,"add"
"vz0boqrudi",1,"Spring 2020","BUS101",3,"add"
"vz0boqrudi",1,"Spring 2020","BUS112",3,"add"
"vz0boqrudi",1,"Spring 2020","BUS126",3,"add"
"vz0boqrudi",1,"Spring 2020","BUS108",3,"add"
"vz0boqrudi",1,"Spring 2020","BUS112",-3,"drop"
"9zrjqc2hdw",1,"Spring 2020","BUS101",3,"add"
"9zrjqc2hdw",1,"Spring 2020","BUS116",3,"add"
"9zrjqc2hdw",1,"Spring 2020","BUS130",4,"add"
"9zrjqc2hdw",1,"Spring 2020","BUS101",-3,"drop"
"n8r78w061x",1,"Spring 2020","BUS101",4,"add"
"n8r78w061x",1,"Spring 2020","BUS129",3,"add"
"n8r78w061x",1,"Spring 2020","BUS119",3,"add"
"n8r78w061x",1,"Spring 2020","BUS105",3,"add"
"vxm7t4jm4z",1,"Spring 2020","BUS101",3,"add"
"vxm7t4jm4z",1,"Spring 2020","BUS107",3,"add"
"vxm7t4jm4z",1,"Spring 2020","BUS110",3,"add"
"vxm7t4jm4z",1,"Spring 2020","BUS105",3,"add"
"nsiiwxi7um",1,"Spring 2020","BUS101",3,"add"
"nsiiwxi7um",1,"Spring 2020","BUS102",4,"add"
"nsiiwxi7um",1,"Spring 2020","BUS101",-3,"drop"
"nsiiwxi7um",1,"Spring 2020","BUS102",-4,"drop"
"7lzu0obih5",1,"Spring 2020","BUS101",3,"add"
"7lzu0obih5",1,"Spring 2020","BUS115",3,"add"
"7lzu0obih5",1,"Spring 2020","BUS101",-3,"drop"
"mh2r8w1nse",1,"Spring 2020","BUS101",3,"add"
"mh2r8w1nse",1,"Spring 2020","BUS124",3,"add"
"ytjh811186",1,"Spring 2020","BUS101",3,"add"
"ytjh811186",1,"Spring 2020","BUS115",3,"add"
"ytjh811186",1,"Spring 2020","BUS102",4,"add"
"yadhsh8lgd",1,"Spring 2020","BUS101",3,"add"
"yadhsh8lgd",1,"Spring 2020","BUS119",3,"add"
"yadhsh8lgd",1,"Spring 2020","BUS109",4,"add"
"tulsl0px0z",1,"Spring 2020","BUS101",4,"add"
"tulsl0px0z",1,"Spring 2020","BUS124",3,"add"
"tulsl0px0z",1,"Spring 2020","BUS117",3,"add"
"tulsl0px0z",1,"Spring 2020","BUS101",-4,"drop"
"tulsl0px0z",1,"Spring 2020","BUS117",-3,"drop"
"tulsl0px0z",1,"Spring 2020","BUS124",-3,"drop"
"go56o965sx",1,"Spring 2020","BUS101",3,"add"
"go56o965sx",1,"Spring 2020","BUS123",3,"add"
"go56o965sx",1,"Spring 2020","BUS117",3,"add"
"2zsiaq3l4x",1,"Spring 2020","BUS101",3,"add"
"2zsiaq3l4x",1,"Spring 2020","BUS127",3,"add"
"2zsiaq3l4x",1,"Spring 2020","BUS103",3,"add"
"2zsiaq3l4x",1,"Spring 2020","BUS101",-3,"drop"
"3hj817vs6w",1,"Spring 2020","BUS101",3,"add"
"3hj817vs6w",1,"Spring 2020","BUS113",3,"add"
"3hj817vs6w",1,"Spring 2020","BUS125",3,"add"
"3hj817vs6w",1,"Spring 2020","BUS114",3,"add"
"eml133ah38",1,"Spring 2020","BUS101",3,"add"
"eml133ah38",1,"Spring 2020","BUS106",3,"add"
"eml133ah38",1,"Spring 2020","BUS118",3,"add"
"eml133ah38",1,"Spring 2020","BUS118",-3,"drop"
"eml133ah38",1,"Spring 2020","BUS106",-3,"drop"
"eml133ah38",1,"Spring 2020","BUS101",-3,"drop"
"0p3962qah0",1,"Spring 2020","BUS101",3,"add"
"0p3962qah0",1,"Spring 2020","BUS118",3,"add"
"0p3962qah0",1,"Spring 2020","BUS121",4,"add"
"0p3962qah0",1,"Spring 2020","BUS118",-3,"drop"
"ose5sqyrhp",1,"Spring 2020","BUS101",3,"add"
"ose5sqyrhp",1,"Spring 2020","BUS113",3,"add"
"ose5sqyrhp",1,"Spring 2020","BUS113",-3,"drop"
"bj94vdsesg",1,"Spring 2020","BUS101",3,"add"
"bj94vdsesg",1,"Spring 2020","BUS121",3,"add"
"bj94vdsesg",1,"Spring 2020","BUS120",3,"add"
"bj94vdsesg",1,"Spring 2020","BUS101",-3,"drop"
"tv8v59w26c",1,"Spring 2020","BUS101",4,"add"
"tv8v59w26c",1,"Spring 2020","BUS119",4,"add"
"tv8v59w26c",1,"Spring 2020","BUS108",3,"add"
"k7mep0ypqs",1,"Spring 2020","BUS101",3,"add"
"k7mep0ypqs",1,"Spring 2020","BUS107",3,"add"
"2m1bpwvpc5",1,"Spring 2020","BUS101",4,"add"
"2m1bpwvpc5",1,"Spring 2020","BUS107",3,"add"
"3681hjzgn5",1,"Spring 2020","BUS101",3,"add"
"3681hjzgn5",1,"Spring 2020","BUS110",4,"add"
"3681hjzgn5",1,"Spring 2020","BUS109",3,"add"
"zoms9i5p05",1,"Spring 2020","BUS101",3,"add"
"zoms9i5p05",1,"Spring 2020","BUS109",3,"add"
"1y2rvbku41",1,"Spring 2020","BUS101",3,"add"
"1y2rvbku41",1,"Spring 2020","BUS109",4,"add"
"1y2rvbku41",1,"Spring 2020","BUS112",4,"add"
"0wcymvzw2d",1,"Spring 2020","BUS101",3,"add"
"0wcymvzw2d",1,"Spring 2020","BUS121",4,"add"
"0wcymvzw2d",1,"Spring 2020","BUS110",4,"add"
"0wcymvzw2d",1,"Spring 2020","BUS116",4,"add"
"o7e6jy7k3w",1,"Spring 2020","BUS101",4,"add"
"o7e6jy7k3w",1,"Spring 2020","BUS108",3,"add"
"vln5h6t4v1",1,"Spring 2020","BUS101",3,"add"
"vln5h6t4v1",1,"Spring 2020","BUS126",3,"add"
"vln5h6t4v1",1,"Spring 2020","BUS124",3,"add"
"3si7456wfw",1,"Spring 2020","BUS101",4,"add"
"3si7456wfw",1,"Spring 2020","BUS105",4,"add"
"agnox7tb50",1,"Spring 2020","BUS101",4,"add"
"agnox7tb50",1,"Spring 2020","BUS113",3,"add"
"agnox7tb50",1,"Spring 2020","BUS111",4,"add"
"agnox7tb50",1,"Spring 2020","BUS101",-4,"drop"
"2zpv320osx",1,"Spring 2020","BUS101",3,"add"
"2zpv320osx",1,"Spring 2020","BUS126",3,"add"
"2zpv320osx",1,"Spring 2020","BUS121",3,"add"
"rzo9ufdezf",1,"Spring 2020","BUS101",3,"add"
"rzo9ufdezf",1,"Spring 2020","BUS102",3,"add"
"rzo9ufdezf",1,"Spring 2020","BUS119",3,"add"
"rzo9ufdezf",1,"Spring 2020","BUS123",3,"add"
"rzo9ufdezf",1,"Spring 2020","BUS119",-3,"drop"
"yffkfmhq6m",1,"Spring 2020","BUS101",3,"add"
"yffkfmhq6m",1,"Spring 2020","BUS129",3,"add"
"vc4j744oi7",1,"Spring 2020","BUS101",4,"add"
"vc4j744oi7",1,"Spring 2020","BUS105",3,"add"
"ogwmb28rc2",1,"Spring 2020","BUS101",3,"add"
"ogwmb28rc2",1,"Spring 2020","BUS122",3,"add"
"0p9k2gylai",1,"Spring 2020","BUS101",4,"add"
"0p9k2gylai",1,"Spring 2020","BUS117",3,"add"
"0p9k2gylai",1,"Spring 2020","BUS123",3,"add"
"0p9k2gylai",1,"Spring 2020","BUS113",3,"add"
"60pcgc59up",1,"Spring 2020","BUS101",3,"add"
"60pcgc59up",1,"Spring 2020","BUS107",4,"add"
"60pcgc59up",1,"Spring 2020","BUS114",3,"add"
"rdx46zm96j",1,"Spring 2020","BUS101",3,"add"
"rdx46zm96j",1,"Spring 2020","BUS121",3,"add"
"rdx46zm96j",1,"Spring 2020","BUS125",3,"add"
"rdx46zm96j",1,"Spring 2020","BUS103",4,"add"
"ivl0d03y0a",1,"Spring 2020","BUS101",4,"add"
"ivl0d03y0a",1,"Spring 2020","BUS112",3,"add"
"b2v7wyt0os",1,"Spring 2020","BUS101",3,"add"
"b2v7wyt0os",1,"Spring 2020","BUS121",3,"add"
"b2v7wyt0os",1,"Spring 2020","BUS125",4,"add"
"b2v7wyt0os",1,"Spring 2020","BUS113",4,"add"
"b2v7wyt0os",1,"Spring 2020","BUS101",-3,"drop"
"b2v7wyt0os",1,"Spring 2020","BUS121",-3,"drop"
"b2v7wyt0os",1,"Spring 2020","BUS113",-4,"drop"
"b2v7wyt0os",1,"Spring 2020","BUS125",-4,"drop"
"52wf90mwb5",1,"Spring 2020","BUS101",3,"add"
"52wf90mwb5",1,"Spring 2020","BUS102",3,"add"
"52wf90mwb5",1,"Spring 2020","BUS124",3,"add"
"52wf90mwb5",1,"Spring 2020","BUS106",3,"add"
"52wf90mwb5",1,"Spring 2020","BUS124",-3,"drop"
"lt12pydnp7",1,"Spring 2020","BUS101",3,"add"
"lt12pydnp7",1,"Spring 2020","BUS107",3,"add"
"qmajv7kxrn",1,"Spring 2020","BUS101",4,"add"
"qmajv7kxrn",1,"Spring 2020","BUS119",3,"add"
"qmajv7kxrn",1,"Spring 2020","BUS127",3,"add"
"24sqhijblj",1,"Spring 2020","BUS101",3,"add"
"24sqhijblj",1,"Spring 2020","BUS119",4,"add"
"24sqhijblj",1,"Spring 2020","BUS122",3,"add"
"24sqhijblj",1,"Spring 2020","BUS103",3,"add"
"24sqhijblj",1,"Spring 2020","BUS103",-3,"drop"
"uk8a7h01d5",1,"Spring 2020","BUS101",4,"add"
"uk8a7h01d5",1,"Spring 2020","BUS106",3,"add"
"uk8a7h01d5",1,"Spring 2020","BUS127",3,"add"
"uk8a7h01d5",1,"Spring 2020","BUS113",3,"add"
"exxfrn9p73",1,"Spring 2020","BUS101",4,"add"
"exxfrn9p73",1,"Spring 2020","BUS114",4,"add"
"exxfrn9p73",1,"Spring 2020","BUS127",3,"add"
"exxfrn9p73",1,"Spring 2020","BUS109",3,"add"
"xkodpfv7oo",1,"Spring 2020","BUS101",3,"add"
"xkodpfv7oo",1,"Spring 2020","BUS123",4,"add"
"prk912n1z9",1,"Spring 2020","BUS101",3,"add"
"prk912n1z9",1,"Spring 2020","BUS119",4,"add"
"prk912n1z9",1,"Spring 2020","BUS126",3,"add"
"prk912n1z9",1,"Spring 2020","BUS105",3,"add"
"prk912n1z9",1,"Spring 2020","BUS119",-4,"drop"
"cxbb2t1ifo",1,"Spring 2020","BUS101",3,"add"
"cxbb2t1ifo",1,"Spring 2020","BUS117",4,"add"
"cxbb2t1ifo",1,"Spring 2020","BUS101",-3,"drop"
"wlv6m36o2k",1,"Spring 2020","BUS101",3,"add"
"wlv6m36o2k",1,"Spring 2020","BUS103",3,"add"
"wlv6m36o2k",1,"Spring 2020","BUS104",3,"add"
"wlv6m36o2k",1,"Spring 2020","BUS124",4,"add"
"kt25v5wmvn",1,"Spring 2020","BUS101",3,"add"
"kt25v5wmvn",1,"Spring 2020","BUS103",3,"add"
"kt25v5wmvn",1,"Spring 2020","BUS121",3,"add"
"wpy9pkx05j",1,"Spring 2020","BUS101",3,"add"
"wpy9pkx05j",1,"Spring 2020","BUS105",3,"add"
"svjhnd54nh",1,"Spring 2020","BUS101",3,"add"
"svjhnd54nh",1,"Spring 2020","BUS120",4,"add"
"svjhnd54nh",1,"Spring 2020","BUS108",3,"add"
"64nmbmyyj5",1,"Spring 2020","BUS101",4,"add"
"64nmbmyyj5",1,"Spring 2020","BUS104",3,"add"
"64nmbmyyj5",1,"Spring 2020","BUS106",3,"add"
"64nmbmyyj5",1,"Spring 2020","BUS117",3,"add"
"ss95817xy5",1,"Spring 2020","BUS101",4,"add"
"ss95817xy5",1,"Spring 2020","BUS130",3,"add"
"ss95817xy5",1,"Spring 2020","BUS108",3,"add"
"ss95817xy5",1,"Spring 2020","BUS117",3,"add"
"gwuv3wz4oa",1,"Spring 2020","BUS101",4,"add"
"gwuv3wz4oa",1,"Spring 2020","BUS130",4,"add"
"gwuv3wz4oa",1,"Spring 2020","BUS125",3,"add"
"gwuv3wz4oa",1,"Spring 2020","BUS130",-4,"drop"
"gwuv3wz4oa",1,"Spring 2020","BUS125",-3,"drop"
"gwuv3wz4oa",1,"Spring 2020","BUS101",-4,"drop"
"j6vr6i8z2w",1,"Spring 2020","BUS101",4,"add"
"j6vr6i8z2w",1,"Spring 2020","BUS127",3,"add"
"j6vr6i8z2w",1,"Spring 2020","BUS101",-4,"drop"
"1g3p3baoxa",1,"Spring 2020","BUS101",3,"add"
"1g3p3baoxa",1,"Spring 2020","BUS105",3,"add"
"1g3p3baoxa",1,"Spring 2020","BUS120",3,"add"
"i2ojafqdwe",1,"Spring 2020","BUS101",3,"add"
"i2ojafqdwe",1,"Spring 2020","BUS102",3,"add"
"i2ojafqdwe",1,"Spring 2020","BUS105",3,"add"
"2i6jbuqasm",1,"Spring 2020","BUS101",3,"add"
"2i6jbuqasm",1,"Spring 2020","BUS126",4,"add"
"2i6jbuqasm",1,"Spring 2020","BUS109",3,"add"
"2i6jbuqasm",1,"Spring 2020","BUS106",3,"add"
"2i6jbuqasm",1,"Spring 2020","BUS109",-3,"drop"
"2i6jbuqasm",1,"Spring 2020","BUS106",-3,"drop"
"2i6jbuqasm",1,"Spring 2020","BUS101",-3,"drop"
"2i6jbuqasm",1,"Spring 2020","BUS126",-4,"drop"
"1ml6vzpoe5",1,"Spring 2020","BUS101",3,"add"
"1ml6vzpoe5",1,"Spring 2020","BUS103",3,"add"
"1ml6vzpoe5",1,"Spring 2020","BUS101",-3,"drop"
"da7roi0087",1,"Spring 2020","BUS101",3,"add"
"da7roi0087",1,"Spring 2020","BUS123",4,"add"
"da7roi0087",1,"Spring 2020","BUS122",3,"add"
"da7roi0087",1,"Spring 2020","BUS110",4,"add"
"da7roi0087",1,"Spring 2020","BUS110",-4,"drop"
"da7roi0087",1,"Spring 2020","BUS122",-3,"drop"
"da7roi0087",1,"Spring 2020","BUS101",-3,"drop"
"da7roi0087",1,"Spring 2020","BUS123",-4,"drop"
"o797do8w96",1,"Spring 2020","BUS101",3,"add"
"o797do8w96",1,"Spring 2020","BUS120",3,"add"
"e8nidoz4iu",1,"Spring 2020","BUS101",3,"add"
"e8nidoz4iu",1,"Spring 2020","BUS104",3,"add"
"6rz92u4jt1",1,"Spring 2020","BUS101",3,"add"
"6rz92u4jt1",1,"Spring 2020","BUS113",3,"add"
"6rz92u4jt1",1,"Spring 2020","BUS104",3,"add"
"6rz92u4jt1",1,"Spring 2020","BUS110",3,"add"
"6rz92u4jt1",1,"Spring 2020","BUS110",-3,"drop"
"zy1fkt1bqu",1,"Spring 2020","BUS101",3,"add"
"zy1fkt1bqu",1,"Spring 2020","BUS119",3,"add"
"90pfwo28cq",1,"Spring 2020","BUS101",3,"add"
"90pfwo28cq",1,"Spring 2020","BUS128",3,"add"
"90pfwo28cq",1,"Spring 2020","BUS101",-3,"drop"
"90pfwo28cq",1,"Spring 2020","BUS128",-3,"drop"
"an4ofqrea4",1,"Spring 2020","BUS101",4,"add"
"an4ofqrea4",1,"Spring 2020","BUS112",3,"add"
"an4ofqrea4",1,"Spring 2020","BUS127",3,"add"
"an4ofqrea4",1,"Spring 2020","BUS113",3,"add"
"zzkngq5ukz",1,"Spring 2020","BUS101",3,"add"
"zzkngq5ukz",1,"Spring 2020","BUS111",3,"add"
"zzkngq5ukz",1,"Spring 2020","BUS120",4,"add"
"zzkngq5ukz",1,"Spring 2020","BUS109",3,"add"
"amvgna5jgt",1,"Spring 2020","BUS101",3,"add"
"amvgna5jgt",1,"Spring 2020","BUS117",3,"add"
"amvgna5jgt",1,"Spring 2020","BUS111",4,"add"
"ot79t2n3k3",1,"Spring 2020","BUS101",3,"add"
"ot79t2n3k3",1,"Spring 2020","BUS107",3,"add"
"ot79t2n3k3",1,"Spring 2020","BUS122",3,"add"
"ot79t2n3k3",1,"Spring 2020","BUS120",3,"add"
"ot79t2n3k3",1,"Spring 2020","BUS122",-3,"drop"
"ot79t2n3k3",1,"Spring 2020","BUS101",-3,"drop"
"ot79t2n3k3",1,"Spring 2020","BUS120",-3,"drop"
"ot79t2n3k3",1,"Spring 2020","BUS107",-3,"drop"
"tt8zl07ueq",1,"Spring 2020","BUS101",3,"add"
"tt8zl07ueq",1,"Spring 2020","BUS126",4,"add"
"kqreok29ix",1,"Spring 2020","BUS101",3,"add"
"kqreok29ix",1,"Spring 2020","BUS125",3,"add"
"kqreok29ix",1,"Spring 2020","BUS130",3,"add"
"gcbex56rp8",1,"Spring 2020","BUS101",3,"add"
"gcbex56rp8",1,"Spring 2020","BUS105",3,"add"
"gcbex56rp8",1,"Spring 2020","BUS127",3,"add"
"gcbex56rp8",1,"Spring 2020","BUS128",3,"add"
"a5x0vgu032",1,"Spring 2020","BUS101",3,"add"
"a5x0vgu032",1,"Spring 2020","BUS119",3,"add"
"a5x0vgu032",1,"Spring 2020","BUS101",-3,"drop"
"a5x0vgu032",1,"Spring 2020","BUS119",-3,"drop"
"0ye99lvjbc",1,"Spring 2020","BUS101",3,"add"
"0ye99lvjbc",1,"Spring 2020","BUS112",4,"add"
"7bxjai5qtt",1,"Spring 2020","BUS101",3,"add"
"7bxjai5qtt",1,"Spring 2020","BUS120",3,"add"
"km3hiwcsq8",1,"Spring 2020","BUS101",3,"add"
"km3hiwcsq8",1,"Spring 2020","BUS120",3,"add"
"km3hiwcsq8",1,"Spring 2020","BUS118",4,"add"
"ygd65cf95r",1,"Spring 2020","BUS101",4,"add"
"ygd65cf95r",1,"Spring 2020","BUS103",3,"add"
"ygd65cf95r",1,"Spring 2020","BUS121",3,"add"
"ygd65cf95r",1,"Spring 2020","BUS101",-4,"drop"
"zk7mufdhao",1,"Spring 2020","BUS101",3,"add"
"zk7mufdhao",1,"Spring 2020","BUS114",4,"add"
"zk7mufdhao",1,"Spring 2020","BUS114",-4,"drop"
"qvel2cmjks",1,"Spring 2020","BUS101",3,"add"
"qvel2cmjks",1,"Spring 2020","BUS111",3,"add"
"qvel2cmjks",1,"Spring 2020","BUS111",-3,"drop"
"ya2fiwdzep",1,"Spring 2020","BUS101",3,"add"
"ya2fiwdzep",1,"Spring 2020","BUS108",3,"add"
"jfqkr4t43w",1,"Spring 2020","BUS101",3,"add"
"jfqkr4t43w",1,"Spring 2020","BUS115",3,"add"
"jfqkr4t43w",1,"Spring 2020","BUS128",3,"add"
"jfqkr4t43w",1,"Spring 2020","BUS122",3,"add"
"p7yko1z0ly",1,"Spring 2020","BUS101",3,"add"
"p7yko1z0ly",1,"Spring 2020","BUS112",3,"add"
"p7yko1z0ly",1,"Spring 2020","BUS118",3,"add"
"s979tyzf1c",1,"Spring 2020","BUS101",3,"add"
"s979tyzf1c",1,"Spring 2020","BUS122",3,"add"
"s979tyzf1c",1,"Spring 2020","BUS130",3,"add"
"s979tyzf1c",1,"Spring 2020","BUS102",3,"add"
"i6pdzhqgou",1,"Spring 2020","BUS101",3,"add"
"i6pdzhqgou",1,"Spring 2020","BUS108",3,"add"
"i6pdzhqgou",1,"Spring 2020","BUS123",3,"add"
"i6pdzhqgou",1,"Spring 2020","BUS123",-3,"drop"
"i6pdzhqgou",1,"Spring 2020","BUS101",-3,"drop"
"i6pdzhqgou",1,"Spring 2020","BUS108",-3,"drop"
"5bexd8ma9n",1,"Spring 2020","BUS101",3,"add"
"5bexd8ma9n",1,"Spring 2020","BUS102",3,"add"
"5bexd8ma9n",1,"Spring 2020","BUS119",3,"add"
"5bexd8ma9n",1,"Spring 2020","BUS107",3,"add"
"e13ibsacpy",1,"Spring 2020","BUS101",3,"add"
"e13ibsacpy",1,"Spring 2020","BUS119",3,"add"
"e13ibsacpy",1,"Spring 2020","BUS114",3,"add"
"bb4qg6hjug",1,"Spring 2020","BUS101",3,"add"
"bb4qg6hjug",1,"Spring 2020","BUS111",3,"add"
"bb4qg6hjug",1,"Spring 2020","BUS109",3,"add"
"bb4qg6hjug",1,"Spring 2020","BUS116",3,"add"
"7hki2cio6g",1,"Spring 2020","BUS101",4,"add"
"7hki2cio6g",1,"Spring 2020","BUS129",3,"add"
"v2nsp75krj",1,"Spring 2020","BUS101",4,"add"
"v2nsp75krj",1,"Spring 2020","BUS129",3,"add"
"v2nsp75krj",1,"Spring 2020","BUS122",4,"add"
"v2nsp75krj",1,"Spring 2020","BUS125",3,"add"
"z97z3434uo",1,"Spring 2020","BUS101",3,"add"
"z97z3434uo",1,"Spring 2020","BUS110",4,"add"
"benc2mdvzz",1,"Spring 2020","BUS101",3,"add"
"benc2mdvzz",1,"Spring 2020","BUS130",3,"add"
"benc2mdvzz",1,"Spring 2020","BUS108",3,"add"
"benc2mdvzz",1,"Spring 2020","BUS108",-3,"drop"
"mzpk8q0i6g",1,"Spring 2020","BUS101",4,"add"
