"student_id","term_number","term_name","course_id","credits","action"
"xiybclblc1",3,"Fall 2020","BUS316",4,"add"
"xiybclblc1",3,"Fall 2020","BUS316",-4,"drop"
"xiybclblc1",3,"Fall 2020","BUS301",-4,"drop"
"h3hnhl70gy",3,"Fall 2020","BUS301",3,"add"
"h3hnhl70gy",3,"Fall 2020","BUS307",3,"add"
"d8oa9hlv7d",3,"Fall 2020","BUS301",3,"add"
"d8oa9hlv7d",3,"Fall 2020","BUS318",3,"add"
"d8oa9hlv7d",3,"Fall 2020","BUS317",4,"add"
"d8oa9hlv7d",3,"Fall 2020","BUS316",3,"add"
"d8oa9hlv7d",3,"Fall 2020","BUS316",-3,"drop"
"d8oa9hlv7d",3,"Fall 2020","BUS317",-4,"drop"
"d8oa9hlv7d",3,"Fall 2020","BUS318",-3,"drop"
"d8oa9hlv7d",3,"Fall 2020","BUS301",-3,"drop"
"r40ppqpvmp",3,"Fall 2020","BUS301",3,"add"
"r40ppqpvmp",3,"Fall 2020","BUS322",4,"add"
"r40ppqpvmp",3,"Fall 2020","BUS328",3,"add"
"r40ppqpvmp",3,"Fall 2020","BUS316",3,"add"
"r40ppqpvmp",3,"Fall 2020","BUS301",-3,"drop"
"zusg2zutn5",3,"Fall 2020","BUS301",3,"add"
"zusg2zutn5",3,"Fall 2020","BUS310",3,"add"
"zusg2zutn5",3,"Fall 2020","BUS311",3,"add"
"lp6pzjhwz5",3,"Fall 2020","BUS301",3,"add"
"lp6pzjhwz5",3,"Fall 2020","BUS306",3,"add"
"lp6pzjhwz5",3,"Fall 2020","BUS301",-3,"drop"
"dz5x5ordz7",3,"Fall 2020","BUS301",3,"add"
"dz5x5ordz7",3,"Fall 2020","BUS305",3,"add"
"dz5x5ordz7",3,"Fall 2020","BUS317",3,"add"
"dz5x5ordz7",3,"Fall 2020","BUS316",3,"add"
"h02rucrgvp",3,"Fall 2020","BUS301",3,"add"
"h02rucrgvp",3,"Fall 2020","BUS329",3,"add"
"ye1rvg1cd1",3,"Fall 2020","BUS301",3,"add"
"ye1rvg1cd1",3,"Fall 2020","BUS329",3,"add"
"ye1rvg1cd1",3,"Fall 2020","BUS321",3,"add"
"ye1rvg1cd1",3,"Fall 2020","BUS329",-3,"drop"
"yj77corqlu",3,"Fall 2020","BUS301",4,"add"
"yj77corqlu",3,"Fall 2020","BUS328",3,"add"
"dszm91gh2l",3,"Fall 2020","BUS301",4,"add"
"dszm91gh2l",3,"Fall 2020","BUS308",3,"add"
"v8w96qxugz",3,"Fall 2020","BUS301",3,"add"
"v8w96qxugz",3,"Fall 2020","BUS327",3,"add"
"3wv4sbsx37",3,"Fall 2020","BUS301",3,"add"
"3wv4sbsx37",3,"Fall 2020","BUS307",3,"add"
"3wv4sbsx37",3,"Fall 2020","BUS302",3,"add"
"bpruk7ql9y",3,"Fall 2020","BUS301",3,"add"
"bpruk7ql9y",3,"Fall 2020","BUS303",3,"add"
"bpruk7ql9y",3,"Fall 2020","BUS326",3,"add"
"bpruk7ql9y",3,"Fall 2020","BUS315",3,"add"
"itzjhzohod",3,"Fall 2020","BUS301",4,"add"
"itzjhzohod",3,"Fall 2020","BUS322",3,"add"
"itzjhzohod",3,"Fall 2020","BUS315",3,"add"
"itzjhzohod",3,"Fall 2020","BUS303",3,"add"
"f0b0s5u3wc",3,"Fall 2020","BUS301",3,"add"
"f0b0s5u3wc",3,"Fall 2020","BUS319",3,"add"
"f0b0s5u3wc",3,"Fall 2020","BUS326",4,"add"
"f0b0s5u3wc",3,"Fall 2020","BUS318",3,"add"
"f0b0s5u3wc",3,"Fall 2020","BUS326",-4,"drop"
"7uhxe4vcmh",3,"Fall 2020","BUS301",3,"add"
"7uhxe4vcmh",3,"Fall 2020","BUS305",3,"add"
"7uhxe4vcmh",3,"Fall 2020","BUS324",3,"add"
"7uhxe4vcmh",3,"Fall 2020","BUS324",-3,"drop"
"c15y2bs7jd",3,"Fall 2020","BUS301",3,"add"
"c15y2bs7jd",3,"Fall 2020","BUS304",4,"add"
"c15y2bs7jd",3,"Fall 2020","BUS315",3,"add"
"c15y2bs7jd",3,"Fall 2020","BUS315",-3,"drop"
"u14wz6wltr",3,"Fall 2020","BUS301",3,"add"
"u14wz6wltr",3,"Fall 2020","BUS309",3,"add"
"u14wz6wltr",3,"Fall 2020","BUS303",3,"add"
"phlhywshxd",3,"Fall 2020","BUS301",4,"add"
"phlhywshxd",3,"Fall 2020","BUS316",3,"add"
"phlhywshxd",3,"Fall 2020","BUS312",3,"add"
"phlhywshxd",3,"Fall 2020","BUS325",3,"add"
"gzacmv7c4t",3,"Fall 2020","BUS301",3,"add"
"gzacmv7c4t",3,"Fall 2020","BUS321",3,"add"
"28r797yjdh",3,"Fall 2020","BUS301",4,"add"
"28r797yjdh",3,"Fall 2020","BUS308",4,"add"
"28r797yjdh",3,"Fall 2020","BUS324",3,"add"
"4c519z0d78",3,"Fall 2020","BUS301",3,"add"
"4c519z0d78",3,"Fall 2020","BUS328",3,"add"
"7u75gfllvr",3,"Fall 2020","BUS301",4,"add"
"7u75gfllvr",3,"Fall 2020","BUS328",3,"add"
"siult6fcvf",3,"Fall 2020","BUS301",3,"add"
"siult6fcvf",3,"Fall 2020","BUS310",3,"add"
"siult6fcvf",3,"Fall 2020","BUS320",3,"add"
"siult6fcvf",3,"Fall 2020","BUS323",3,"add"
"9zrjqc2hdw",3,"Fall 2020","BUS301",4,"add"
"9zrjqc2hdw",3,"Fall 2020","BUS303",4,"add"
"9zrjqc2hdw",3,"Fall 2020","BUS315",3,"add"
"n8r78w061x",3,"Fall 2020","BUS301",3,"add"
"n8r78w061x",3,"Fall 2020","BUS305",3,"add"
"n8r78w061x",3,"Fall 2020","BUS317",3,"add"
"vxm7t4jm4z",3,"Fall 2020","BUS301",3,"add"
"vxm7t4jm4z",3,"Fall 2020","BUS307",3,"add"
"vxm7t4jm4z",3,"Fall 2020","BUS329",3,"add"
"vxm7t4jm4z",3,"Fall 2020","BUS317",3,"add"
"s9q6qfzddo",3,"Fall 2020","BUS301",3,"add"
"s9q6qfzddo",3,"Fall 2020","BUS302",3,"add"
"s9q6qfzddo",3,"Fall 2020","BUS322",3,"add"
"s9q6qfzddo",3,"Fall 2020","BUS310",3,"add"
"s9q6qfzddo",3,"Fall 2020","BUS302",-3,"drop"
"s9q6qfzddo",3,"Fall 2020","BUS322",-3,"drop"
"s9q6qfzddo",3,"Fall 2020","BUS310",-3,"drop"
"s9q6qfzddo",3,"Fall 2020","BUS301",-3,"drop"
"7lzu0obih5",3,"Fall 2020","BUS301",3,"add"
"7lzu0obih5",3,"Fall 2020","BUS324",4,"add"
"7lzu0obih5",3,"Fall 2020","BUS327",3,"add"
"7lzu0obih5",3,"Fall 2020","BUS315",3,"add"
"mh2r8w1nse",3,"Fall 2020","BUS301",3,"add"
"mh2r8w1nse",3,"Fall 2020","BUS317",3,"add"
"mh2r8w1nse",3,"Fall 2020","BUS325",3,"add"
"ytjh811186",3,"Fall 2020","BUS301",3,"add"
"ytjh811186",3,"Fall 2020","BUS329",4,"add"
"ytjh811186",3,"Fall 2020","BUS306",3,"add"
"ytjh811186",3,"Fall 2020","BUS324",3,"add"
"yadhsh8lgd",3,"Fall 2020","BUS301",4,"add"
"yadhsh8lgd",3,"Fall 2020","BUS322",4,"add"
"yadhsh8lgd",3,"Fall 2020","BUS314",3,"add"
"yadhsh8lgd",3,"Fall 2020","BUS313",3,"add"
"yadhsh8lgd",3,"Fall 2020","BUS301",-4,"drop"
"yadhsh8lgd",3,"Fall 2020","BUS313",-3,"drop"
"yadhsh8lgd",3,"Fall 2020","BUS322",-4,"drop"
"yadhsh8lgd",3,"Fall 2020","BUS314",-3,"drop"
"tulsl0px0z",3,"Fall 2020","BUS301",3,"add"
"tulsl0px0z",3,"Fall 2020","BUS330",3,"add"
"tulsl0px0z",3,"Fall 2020","BUS321",3,"add"
"tulsl0px0z",3,"Fall 2020","BUS302",3,"add"
"go56o965sx",3,"Fall 2020","BUS301",4,"add"
"go56o965sx",3,"Fall 2020","BUS313",3,"add"
"go56o965sx",3,"Fall 2020","BUS307",3,"add"
"go56o965sx",3,"Fall 2020","BUS316",3,"add"
"go56o965sx",3,"Fall 2020","BUS301",-4,"drop"
"2zsiaq3l4x",3,"Fall 2020","BUS301",3,"add"
"2zsiaq3l4x",3,"Fall 2020","BUS308",3,"add"
"eml133ah38",3,"Fall 2020","BUS301",4,"add"
"eml133ah38",3,"Fall 2020","BUS315",3,"add"
"eml133ah38",3,"Fall 2020","BUS316",3,"add"
"eml133ah38",3,"Fall 2020","BUS301",-4,"drop"
"eml133ah38",3,"Fall 2020","BUS316",-3,"drop"
"eml133ah38",3,"Fall 2020","BUS315",-3,"drop"
"0p3962qah0",3,"Fall 2020","BUS301",4,"add"
"0p3962qah0",3,"Fall 2020","BUS309",3,"add"
"0p3962qah0",3,"Fall 2020","BUS324",3,"add"
"0p3962qah0",3,"Fall 2020","BUS314",3,"add"
"0p3962qah0",3,"Fall 2020","BUS314",-3,"drop"
"0p3962qah0",3,"Fall 2020","BUS309",-3,"drop"
"0p3962qah0",3,"Fall 2020","BUS324",-3,"drop"
"0p3962qah0",3,"Fall 2020","BUS301",-4,"drop"
"ose5sqyrhp",3,"Fall 2020","BUS301",3,"add"
"ose5sqyrhp",3,"Fall 2020","BUS306",3,"add"
"ose5sqyrhp",3,"Fall 2020","BUS327",4,"add"
"ose5sqyrhp",3,"Fall 2020","BUS326",3,"add"
"bj94vdsesg",3,"Fall 2020","BUS301",3,"add"
"bj94vdsesg",3,"Fall 2020","BUS318",3,"add"
"bj94vdsesg",3,"Fall 2020","BUS304",3,"add"
"tv8v59w26c",3,"Fall 2020","BUS301",3,"add"
"tv8v59w26c",3,"Fall 2020","BUS305",3,"add"
"tv8v59w26c",3,"Fall 2020","BUS301",-3,"drop"
"k7mep0ypqs",3,"Fall 2020","BUS301",3,"add"
"k7mep0ypqs",3,"Fall 2020","BUS321",3,"add"
"k7mep0ypqs",3,"Fall 2020","BUS319",3,"add"
"2m1bpwvpc5",3,"Fall 2020","BUS301",4,"add"
"2m1bpwvpc5",3,"Fall 2020","BUS318",3,"add"
"2m1bpwvpc5",3,"Fall 2020","BUS301",-4,"drop"
"3681hjzgn5",3,"Fall 2020","BUS301",3,"add"
"3681hjzgn5",3,"Fall 2020","BUS319",4,"add"
"zoms9i5p05",3,"Fall 2020","BUS301",3,"add"
"zoms9i5p05",3,"Fall 2020","BUS310",3,"add"
"18dnz4kq3r",3,"Fall 2020","BUS301",4,"add"
"18dnz4kq3r",3,"Fall 2020","BUS327",3,"add"
"18dnz4kq3r",3,"Fall 2020","BUS324",4,"add"
"18dnz4kq3r",3,"Fall 2020","BUS323",3,"add"
"18dnz4kq3r",3,"Fall 2020","BUS323",-3,"drop"
"18dnz4kq3r",3,"Fall 2020","BUS327",-3,"drop"
"18dnz4kq3r",3,"Fall 2020","BUS324",-4,"drop"
"18dnz4kq3r",3,"Fall 2020","BUS301",-4,"drop"
"8nezqzg85s",3,"Fall 2020","BUS301",3,"add"
"8nezqzg85s",3,"Fall 2020","BUS315",4,"add"
"0wcymvzw2d",3,"Fall 2020","BUS301",3,"add"
"0wcymvzw2d",3,"Fall 2020","BUS329",3,"add"
"0wcymvzw2d",3,"Fall 2020","BUS301",-3,"drop"
"0wcymvzw2d",3,"Fall 2020","BUS329",-3,"drop"
"o7e6jy7k3w",3,"Fall 2020","BUS301",4,"add"
"o7e6jy7k3w",3,"Fall 2020","BUS303",3,"add"
"z5dcbu1ezx",3,"Fall 2020","BUS301",3,"add"
"z5dcbu1ezx",3,"Fall 2020","BUS314",4,"add"
"z5dcbu1ezx",3,"Fall 2020","BUS312",4,"add"
"z5dcbu1ezx",3,"Fall 2020","BUS304",3,"add"
"xr0ue0vmrl",3,"Fall 2020","BUS301",3,"add"
"xr0ue0vmrl",3,"Fall 2020","BUS324",3,"add"
"xr0ue0vmrl",3,"Fall 2020","BUS320",3,"add"
"xr0ue0vmrl",3,"Fall 2020","BUS304",3,"add"
"xr0ue0vmrl",3,"Fall 2020","BUS301",-3,"drop"
"xr0ue0vmrl",3,"Fall 2020","BUS320",-3,"drop"
"xr0ue0vmrl",3,"Fall 2020","BUS304",-3,"drop"
"xr0ue0vmrl",3,"Fall 2020","BUS324",-3,"drop"
"vln5h6t4v1",3,"Fall 2020","BUS301",4,"add"
"vln5h6t4v1",3,"Fall 2020","BUS328",3,"add"
"vln5h6t4v1",3,"Fall 2020","BUS314",3,"add"
"vln5h6t4v1",3,"Fall 2020","BUS317",3,"add"
"3si7456wfw",3,"Fall 2020","BUS301",3,"add"
"3si7456wfw",3,"Fall 2020","BUS329",3,"add"
"3si7456wfw",3,"Fall 2020","BUS315",3,"add"
"3si7456wfw",3,"Fall 2020","BUS301",-3,"drop"
"agnox7tb50",3,"Fall 2020","BUS301",3,"add"
"agnox7tb50",3,"Fall 2020","BUS325",3,"add"
"agnox7tb50",3,"Fall 2020","BUS304",3,"add"
"agnox7tb50",3,"Fall 2020","BUS302",3,"add"
"2zpv320osx",3,"Fall 2020","BUS301",3,"add"
"2zpv320osx",3,"Fall 2020","BUS323",4,"add"
"2zpv320osx",3,"Fall 2020","BUS302",4,"add"
"2zpv320osx",3,"Fall 2020","BUS328",3,"add"
"2zpv320osx",3,"Fall 2020","BUS302",-4,"drop"
"rzo9ufdezf",3,"Fall 2020","BUS301",3,"add"
"rzo9ufdezf",3,"Fall 2020","BUS326",3,"add"
"yffkfmhq6m",3,"Fall 2020","BUS301",3,"add"
"yffkfmhq6m",3,"Fall 2020","BUS317",3,"add"
"yffkfmhq6m",3,"Fall 2020","BUS317",-3,"drop"
"vc4j744oi7",3,"Fall 2020","BUS301",3,"add"
"vc4j744oi7",3,"Fall 2020","BUS313",3,"add"
"vc4j744oi7",3,"Fall 2020","BUS302",4,"add"
"ogwmb28rc2",3,"Fall 2020","BUS301",3,"add"
"ogwmb28rc2",3,"Fall 2020","BUS309",3,"add"
"ogwmb28rc2",3,"Fall 2020","BUS302",3,"add"
"xg9as9ep9k",3,"Fall 2020","BUS301",3,"add"
"xg9as9ep9k",3,"Fall 2020","BUS311",3,"add"
"xg9as9ep9k",3,"Fall 2020","BUS329",3,"add"
"xg9as9ep9k",3,"Fall 2020","BUS329",-3,"drop"
"xg9as9ep9k",3,"Fall 2020","BUS301",-3,"drop"
"xg9as9ep9k",3,"Fall 2020","BUS311",-3,"drop"
"0p9k2gylai",3,"Fall 2020","BUS301",3,"add"
"0p9k2gylai",3,"Fall 2020","BUS322",3,"add"
"0p9k2gylai",3,"Fall 2020","BUS316",3,"add"
"0p9k2gylai",3,"Fall 2020","BUS309",3,"add"
"60pcgc59up",3,"Fall 2020","BUS301",4,"add"
"60pcgc59up",3,"Fall 2020","BUS318",3,"add"
"60pcgc59up",3,"Fall 2020","BUS310",3,"add"
"60pcgc59up",3,"Fall 2020","BUS310",-3,"drop"
"rdx46zm96j",3,"Fall 2020","BUS301",3,"add"
"rdx46zm96j",3,"Fall 2020","BUS304",3,"add"
"rdx46zm96j",3,"Fall 2020","BUS304",-3,"drop"
"ivl0d03y0a",3,"Fall 2020","BUS301",3,"add"
"ivl0d03y0a",3,"Fall 2020","BUS328",4,"add"
"ivl0d03y0a",3,"Fall 2020","BUS321",3,"add"
"ivl0d03y0a",3,"Fall 2020","BUS301",-3,"drop"
"b2v7wyt0os",3,"Fall 2020","BUS301",3,"add"
"b2v7wyt0os",3,"Fall 2020","BUS330",3,"add"
"b2v7wyt0os",3,"Fall 2020","BUS319",3,"add"
"52wf90mwb5",3,"Fall 2020","BUS301",3,"add"
"52wf90mwb5",3,"Fall 2020","BUS307",3,"add"
"52wf90mwb5",3,"Fall 2020","BUS325",4,"add"
"lt12pydnp7",3,"Fall 2020","BUS301",3,"add"
"lt12pydnp7",3,"Fall 2020","BUS303",3,"add"
"lt12pydnp7",3,"Fall 2020","BUS301",-3,"drop"
"qmajv7kxrn",3,"Fall 2020","BUS301",3,"add"
"qmajv7kxrn",3,"Fall 2020","BUS313",3,"add"
"qmajv7kxrn",3,"Fall 2020","BUS328",3,"add"
"qmajv7kxrn",3,"Fall 2020","BUS304",3,"add"
"exxfrn9p73",3,"Fall 2020","BUS301",3,"add"
"exxfrn9p73",3,"Fall 2020","BUS329",3,"add"
"exxfrn9p73",3,"Fall 2020","BUS302",3,"add"
"exxfrn9p73",3,"Fall 2020","BUS301",-3,"drop"
"xkodpfv7oo",3,"Fall 2020","BUS301",3,"add"
"xkodpfv7oo",3,"Fall 2020","BUS324",4,"add"
"cxbb2t1ifo",3,"Fall 2020","BUS301",4,"add"
"cxbb2t1ifo",3,"Fall 2020","BUS305",4,"add"
"cxbb2t1ifo",3,"Fall 2020","BUS303",3,"add"
"wlv6m36o2k",3,"Fall 2020","BUS301",3,"add"
"wlv6m36o2k",3,"Fall 2020","BUS306",3,"add"
"wlv6m36o2k",3,"Fall 2020","BUS318",4,"add"
"wlv6m36o2k",3,"Fall 2020","BUS305",3,"add"
"wlv6m36o2k",3,"Fall 2020","BUS305",-3,"drop"
"kt25v5wmvn",3,"Fall 2020","BUS301",3,"add"
"kt25v5wmvn",3,"Fall 2020","BUS330",3,"add"
"kt25v5wmvn",3,"Fall 2020","BUS318",3,"add"
"64nmbmyyj5",3,"Fall 2020","BUS301",3,"add"
"64nmbmyyj5",3,"Fall 2020","BUS321",3,"add"
"ss95817xy5",3,"Fall 2020","BUS301",3,"add"
"ss95817xy5",3,"Fall 2020","BUS330",3,"add"
"7cux8zlx59",3,"Fall 2020","BUS301",3,"add"
"7cux8zlx59",3,"Fall 2020","BUS305",3,"add"
"j6vr6i8z2w",3,"Fall 2020","BUS301",4,"add"
"j6vr6i8z2w",3,"Fall 2020","BUS328",3,"add"
"j6vr6i8z2w",3,"Fall 2020","BUS309",3,"add"
"j6vr6i8z2w",3,"Fall 2020","BUS309",-3,"drop"
"1g3p3baoxa",3,"Fall 2020","BUS301",3,"add"
"1g3p3baoxa",3,"Fall 2020","BUS329",3,"add"
"1g3p3baoxa",3,"Fall 2020","BUS327",3,"add"
"i2ojafqdwe",3,"Fall 2020","BUS301",3,"add"
"i2ojafqdwe",3,"Fall 2020","BUS323",4,"add"
"i2ojafqdwe",3,"Fall 2020","BUS317",3,"add"
"i2ojafqdwe",3,"Fall 2020","BUS311",3,"add"
"2i6jbuqasm",3,"Fall 2020","BUS301",3,"add"
"2i6jbuqasm",3,"Fall 2020","BUS322",4,"add"
"1ml6vzpoe5",3,"Fall 2020","BUS301",3,"add"
"1ml6vzpoe5",3,"Fall 2020","BUS303",3,"add"
"1ml6vzpoe5",3,"Fall 2020","BUS306",3,"add"
"1ml6vzpoe5",3,"Fall 2020","BUS320",3,"add"
"da7roi0087",3,"Fall 2020","BUS301",3,"add"
"da7roi0087",3,"Fall 2020","BUS306",3,"add"
"da7roi0087",3,"Fall 2020","BUS330",4,"add"
"za1mpurr9k",3,"Fall 2020","BUS301",4,"add"
"za1mpurr9k",3,"Fall 2020","BUS317",3,"add"
"za1mpurr9k",3,"Fall 2020","BUS317",-3,"drop"
"za1mpurr9k",3,"Fall 2020","BUS301",-4,"drop"
"o797do8w96",3,"Fall 2020","BUS301",3,"add"
"o797do8w96",3,"Fall 2020","BUS307",3,"add"
"e8nidoz4iu",3,"Fall 2020","BUS301",3,"add"
"e8nidoz4iu",3,"Fall 2020","BUS323",3,"add"
"e8nidoz4iu",3,"Fall 2020","BUS320",4,"add"
"e8nidoz4iu",3,"Fall 2020","BUS301",-3,"drop"
"6rz92u4jt1",3,"Fall 2020","BUS301",3,"add"
"6rz92u4jt1",3,"Fall 2020","BUS318",4,"add"
"zy1fkt1bqu",3,"Fall 2020","BUS301",3,"add"
"zy1fkt1bqu",3,"Fall 2020","BUS313",3,"add"
"zy1fkt1bqu",3,"Fall 2020","BUS312",4,"add"
"zy1fkt1bqu",3,"Fall 2020","BUS320",3,"add"
"90pfwo28cq",3,"Fall 2020","BUS301",3,"add"
"90pfwo28cq",3,"Fall 2020","BUS304",3,"add"
"90pfwo28cq",3,"Fall 2020","BUS318",3,"add"
"90pfwo28cq",3,"Fall 2020","BUS322",3,"add"
"an4ofqrea4",3,"Fall 2020","BUS301",3,"add"
"an4ofqrea4",3,"Fall 2020","BUS308",4,"add"
"an4ofqrea4",3,"Fall 2020","BUS312",3,"add"
"an4ofqrea4",3,"Fall 2020","BUS327",3,"add"
"zzkngq5ukz",3,"Fall 2020","BUS301",4,"add"
"zzkngq5ukz",3,"Fall 2020","BUS315",3,"add"
"zzkngq5ukz",3,"Fall 2020","BUS319",3,"add"
"zzkngq5ukz",3,"Fall 2020","BUS327",3,"add"
"zzkngq5ukz",3,"Fall 2020","BUS315",-3,"drop"
"zzkngq5ukz",3,"Fall 2020","BUS319",-3,"drop"
"zzkngq5ukz",3,"Fall 2020","BUS327",-3,"drop"
"zzkngq5ukz",3,"Fall 2020","BUS301",-4,"drop"
"amvgna5jgt",3,"Fall 2020","BUS301",4,"add"
"amvgna5jgt",3,"Fall 2020","BUS325",3,"add"
"amvgna5jgt",3,"Fall 2020","BUS329",3,"add"
"kqreok29ix",3,"Fall 2020","BUS301",3,"add"
"kqreok29ix",3,"Fall 2020","BUS322",3,"add"
"kqreok29ix",3,"Fall 2020","BUS314",3,"add"
"kqreok29ix",3,"Fall 2020","BUS328",3,"add"
"gcbex56rp8",3,"Fall 2020","BUS301",4,"add"
"gcbex56rp8",3,"Fall 2020","BUS307",3,"add"
"gcbex56rp8",3,"Fall 2020","BUS316",4,"add"
"gcbex56rp8",3,"Fall 2020","BUS306",4,"add"
"npez1bowjd",3,"Fall 2020","BUS301",3,"add"
"npez1bowjd",3,"Fall 2020","BUS310",3,"add"
"npez1bowjd",3,"Fall 2020","BUS306",3,"add"
"npez1bowjd",3,"Fall 2020","BUS303",3,"add"
"a5x0vgu032",3,"Fall 2020","BUS301",3,"add"
"a5x0vgu032",3,"Fall 2020","BUS320",3,"add"
"a5x0vgu032",3,"Fall 2020","BUS324",3,"add"
"a5x0vgu032",3,"Fall 2020","BUS310",3,"add"
"0ye99lvjbc",3,"Fall 2020","BUS301",3,"add"
"0ye99lvjbc",3,"Fall 2020","BUS326",3,"add"
"0ye99lvjbc",3,"Fall 2020","BUS306",3,"add"
"7bxjai5qtt",3,"Fall 2020","BUS301",3,"add"
"7bxjai5qtt",3,"Fall 2020","BUS329",3,"add"
"7bxjai5qtt",3,"Fall 2020","BUS330",4,"add"
"km3hiwcsq8",3,"Fall 2020","BUS301",3,"add"
"km3hiwcsq8",3,"Fall 2020","BUS318",3,"add"
"km3hiwcsq8",3,"Fall 2020","BUS323",3,"add"
"ygd65cf95r",3,"Fall 2020","BUS301",3,"add"
"ygd65cf95r",3,"Fall 2020","BUS319",4,"add"
"ygd65cf95r",3,"Fall 2020","BUS316",3,"add"
"ygd65cf95r",3,"Fall 2020","BUS303",3,"add"
"ygd65cf95r",3,"Fall 2020","BUS303",-3,"drop"
"ygd65cf95r",3,"Fall 2020","BUS301",-3,"drop"
"ygd65cf95r",3,"Fall 2020","BUS319",-4,"drop"
"ygd65cf95r",3,"Fall 2020","BUS316",-3,"drop"
"zk7mufdhao",3,"Fall 2020","BUS301",3,"add"
"zk7mufdhao",3,"Fall 2020","BUS311",3,"add"
"m1ig05kokr",3,"Fall 2020","BUS301",3,"add"
"m1ig05kokr",3,"Fall 2020","BUS306",3,"add"
"lj4twiutiq",3,"Fall 2020","BUS301",3,"add"
"lj4twiutiq",3,"Fall 2020","BUS318",3,"add"
"lj4twiutiq",3,"Fall 2020","BUS306",3,"add"
"qvel2cmjks",3,"Fall 2020","BUS301",3,"add"
"qvel2cmjks",3,"Fall 2020","BUS311",3,"add"
"qvel2cmjks",3,"Fall 2020","BUS311",-3,"drop"
"qvel2cmjks",3,"Fall 2020","BUS301",-3,"drop"
"1t05vh2k9b",3,"Fall 2020","BUS301",3,"add"
"1t05vh2k9b",3,"Fall 2020","BUS308",3,"add"
"ya2fiwdzep",3,"Fall 2020","BUS301",3,"add"
"ya2fiwdzep",3,"Fall 2020","BUS304",3,"add"
"pc98m4xu9d",3,"Fall 2020","BUS301",4,"add"
"pc98m4xu9d",3,"Fall 2020","BUS309",3,"add"
"pc98m4xu9d",3,"Fall 2020","BUS310",3,"add"
"pc98m4xu9d",3,"Fall 2020","BUS309",-3,"drop"
"pc98m4xu9d",3,"Fall 2020","BUS301",-4,"drop"
"pc98m4xu9d",3,"Fall 2020","BUS310",-3,"drop"
"j62tt0ks1u",3,"Fall 2020","BUS301",4,"add"
"j62tt0ks1u",3,"Fall 2020","BUS321",3,"add"
"j62tt0ks1u",3,"Fall 2020","BUS325",3,"add"
"jfqkr4t43w",3,"Fall 2020","BUS301",3,"add"
"jfqkr4t43w",3,"Fall 2020","BUS317",3,"add"
"jfqkr4t43w",3,"Fall 2020","BUS306",3,"add"
"jfqkr4t43w",3,"Fall 2020","BUS306",-3,"drop"
